Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-01853,Retail,Medium,Strategy,Leading,Executive Assistant Agent,Scenario Planning,High,ML-based,75.6,Complex,Low,Low,Yes,Enterprise-wide,83.5,9.69,15.5,42.4,High
AAI-01854,Healthcare,Medium,Operations,Advanced,Executive Assistant Agent,Workflow Orchestration,High,Hybrid,67.7,Moderate,Low,Medium,No,API-based,75.5,7.06,14.8,43.7,Medium
AAI-01855,Retail,Medium,Operations,Developing,Workflow Automation Agent,Workflow Orchestration,Medium,ML-based,61.4,Complex,Medium,Medium,No,Standalone,58.2,12.72,5.3,35.0,Low
AAI-01856,Energy,Small,Finance,Early,Workflow Automation Agent,Financial Forecasting,Low,Rule-based,24.5,Simple,High,High,No,Standalone,49.2,2.6,1.5,53.2,Low
AAI-01857,Financial Services,Small,CEO Office,Advanced,Executive Assistant Agent,Executive Reporting,Medium,Hybrid,69.2,Moderate,Medium,Medium,Yes,API-based,74.0,9.26,17.5,68.4,Medium
AAI-01858,Healthcare,Medium,Finance,Advanced,Risk Monitoring Agent,Budgeting,Medium,Hybrid,60.8,Moderate,Medium,Medium,Yes,Standalone,77.3,8.93,11.6,61.7,Medium
AAI-01859,Manufacturing,Large,Human Resources,Developing,Knowledge Management Agent,Learning & Development,Medium,Rule-based,37.1,Simple,High,High,Yes,Standalone,76.9,4.21,7.6,81.4,Medium
AAI-01860,Technology,Enterprise,Finance,Early,Customer Experience Agent,Financial Forecasting,Low,Rule-based,30.2,Simple,High,High,Yes,Enterprise-wide,69.0,1.97,7.5,70.3,Medium
AAI-01861,Telecommunications,Medium,Operations,Developing,Talent Intelligence Agent,Process Automation,Medium,Rule-based,28.0,Simple,Medium,Medium,No,API-based,70.1,6.38,12.3,56.0,Low
AAI-01862,Financial Services,Medium,Operations,Advanced,Finance Operations Agent,Demand Forecasting,High,Hybrid,64.1,Moderate,Low,Medium,Yes,Enterprise-wide,74.9,6.32,15.7,51.9,High
AAI-01863,Energy,Small,Finance,Developing,Workflow Automation Agent,Procurement Optimization,Medium,Hybrid,63.0,Moderate,Medium,Medium,No,Standalone,63.2,8.45,9.3,32.1,Low
AAI-01864,Logistics,Enterprise,Operations,Advanced,Customer Experience Agent,Workflow Orchestration,Medium,Hybrid,74.7,Moderate,High,Medium,Yes,Enterprise-wide,77.4,7.34,17.9,72.4,High
AAI-01865,Retail,Large,Finance,Advanced,Talent Intelligence Agent,Procurement Optimization,Medium,ML-based,62.3,Moderate,High,Medium,Yes,Enterprise-wide,82.3,8.43,18.3,66.2,High
AAI-01866,Healthcare,Large,CEO Office,Early,Decision Support Agent,Executive Reporting,Low,Rule-based,37.2,Simple,High,High,Yes,Standalone,68.9,4.54,8.8,65.3,Low
AAI-01867,Education,Large,Marketing,Early,Talent Intelligence Agent,Lead Qualification,Medium,Hybrid,61.1,Moderate,Low,Medium,Yes,Standalone,65.7,7.53,6.5,55.1,Low
AAI-01868,Healthcare,Enterprise,Marketing,Advanced,Workflow Automation Agent,Lead Qualification,Medium,Rule-based,64.5,Moderate,High,High,Yes,Enterprise-wide,91.3,6.35,20.8,84.1,High
AAI-01869,Logistics,Small,Marketing,Leading,Knowledge Management Agent,Market Analysis,High,Rule-based,58.6,Moderate,Low,Medium,Yes,API-based,87.7,7.68,20.7,66.0,High
AAI-01870,Retail,Medium,Finance,Developing,Executive Assistant Agent,Procurement Optimization,Medium,ML-based,61.0,Moderate,Medium,Medium,Yes,Standalone,74.2,8.82,8.8,59.8,Medium
AAI-01871,Healthcare,Medium,Marketing,Early,Risk Monitoring Agent,Content Personalization,Medium,Rule-based,30.0,Simple,Medium,Medium,Yes,API-based,77.6,8.0,13.5,69.1,Medium
AAI-01872,Manufacturing,Large,Human Resources,Developing,Strategy Insights Agent,Learning & Development,Low,Rule-based,32.2,Simple,Medium,High,Yes,Enterprise-wide,85.5,5.45,13.1,75.6,High
AAI-01873,Manufacturing,Enterprise,Strategy,Early,Workflow Automation Agent,Market Analysis,Low,Rule-based,30.4,Simple,Medium,High,Yes,API-based,69.7,1.54,7.0,77.9,Medium
AAI-01874,Government,Large,Human Resources,Developing,Customer Experience Agent,Learning & Development,Medium,ML-based,50.4,Moderate,Medium,Medium,Yes,Standalone,69.6,8.25,8.1,56.8,Medium
AAI-01875,Technology,Medium,Human Resources,Developing,Knowledge Management Agent,Employee Support,Low,Hybrid,46.6,Simple,High,Medium,Yes,Standalone,79.6,3.45,8.3,73.4,Medium
AAI-01876,Telecommunications,Enterprise,Operations,Developing,Finance Operations Agent,Demand Forecasting,Medium,Hybrid,42.3,Simple,Medium,Medium,No,API-based,65.6,5.99,13.8,48.1,Low
AAI-01877,Retail,Medium,Risk & Compliance,Developing,Customer Experience Agent,Policy Monitoring,Medium,Hybrid,68.7,Moderate,Medium,Medium,Yes,API-based,82.5,8.52,17.3,68.9,Medium
AAI-01878,Healthcare,Large,CEO Office,Developing,Executive Assistant Agent,Executive Reporting,Medium,ML-based,54.4,Moderate,High,Medium,Yes,API-based,75.5,5.9,12.2,80.7,Medium
AAI-01879,Healthcare,Small,Risk & Compliance,Leading,Decision Support Agent,Policy Monitoring,Medium,Rule-based,72.8,Complex,Medium,Medium,Yes,API-based,88.6,10.2,20.2,69.2,Medium
AAI-01880,Technology,Medium,Operations,Advanced,Workflow Automation Agent,Process Automation,Medium,Rule-based,63.3,Moderate,Medium,High,Yes,Enterprise-wide,82.6,5.63,19.2,81.0,High
AAI-01881,Manufacturing,Enterprise,Customer Experience,Developing,Workflow Automation Agent,Service Personalization,Medium,Hybrid,57.2,Moderate,High,High,Yes,API-based,71.4,7.34,13.9,72.1,Medium
AAI-01882,Manufacturing,Medium,Risk & Compliance,Early,Talent Intelligence Agent,Risk Assessment,Low,Rule-based,27.5,Simple,High,High,Yes,API-based,72.0,5.17,12.1,68.4,Medium
AAI-01883,Telecommunications,Large,Strategy,Developing,Strategy Insights Agent,Strategic Planning,Low,Rule-based,39.7,Simple,Medium,High,No,API-based,65.0,2.23,5.2,51.7,Low
AAI-01884,Healthcare,Small,Operations,Developing,Strategy Insights Agent,Operational Monitoring,Medium,Hybrid,57.9,Moderate,Low,Medium,Yes,Standalone,75.1,6.95,13.6,56.0,Medium
AAI-01885,Government,Enterprise,Marketing,Developing,Decision Support Agent,Campaign Optimization,Medium,Hybrid,64.9,Moderate,High,High,Yes,API-based,77.8,7.83,18.4,84.3,Medium
AAI-01886,Government,Small,Operations,Leading,Workflow Automation Agent,Operational Monitoring,High,Hybrid,83.1,Moderate,Low,Low,Yes,Enterprise-wide,92.5,7.69,23.4,56.8,High
AAI-01887,Financial Services,Medium,Finance,Leading,Workflow Automation Agent,Expense Control,Medium,Hybrid,63.2,Moderate,High,High,Yes,API-based,82.7,3.31,17.9,77.1,High
AAI-01888,Technology,Enterprise,Human Resources,Developing,Knowledge Management Agent,Workforce Planning,Medium,Hybrid,67.4,Moderate,Medium,Medium,Yes,Enterprise-wide,82.1,6.51,16.9,72.8,High
AAI-01889,Technology,Small,Operations,Leading,Customer Experience Agent,Operational Monitoring,Medium,Rule-based,53.0,Moderate,High,High,Yes,Standalone,74.9,7.97,6.1,75.1,High
AAI-01890,Government,Medium,Operations,Advanced,Workflow Automation Agent,Demand Forecasting,High,ML-based,74.9,Moderate,Low,Low,Yes,API-based,78.6,6.96,14.8,54.7,Medium
AAI-01891,Manufacturing,Medium,Finance,Early,Decision Support Agent,Expense Control,Low,Rule-based,20.0,Simple,High,High,Yes,Standalone,66.8,5.14,4.2,70.2,Medium
AAI-01892,Technology,Large,Strategy,Advanced,Finance Operations Agent,Scenario Planning,Medium,Hybrid,75.0,Moderate,Low,Medium,Yes,API-based,85.0,10.07,11.0,61.8,Medium
AAI-01893,Education,Medium,Operations,Advanced,Knowledge Management Agent,Demand Forecasting,Low,Hybrid,57.5,Moderate,High,High,Yes,Enterprise-wide,87.0,5.18,17.2,81.0,High
AAI-01894,Manufacturing,Small,Human Resources,Developing,Customer Experience Agent,Workforce Planning,Medium,Hybrid,57.4,Moderate,High,Medium,Yes,Standalone,73.9,5.98,10.5,77.5,Medium
AAI-01895,Professional Services,Medium,Strategy,Early,Executive Assistant Agent,Strategic Planning,Low,ML-based,37.5,Simple,Medium,Medium,Yes,Standalone,67.7,5.82,8.5,71.3,Low
AAI-01896,Healthcare,Small,Finance,Developing,Knowledge Management Agent,Expense Control,Medium,ML-based,63.6,Moderate,Medium,Medium,Yes,Standalone,74.6,9.94,11.1,60.5,Medium
AAI-01897,Logistics,Large,Risk & Compliance,Developing,Strategy Insights Agent,Risk Assessment,Medium,Hybrid,51.5,Moderate,Medium,Medium,No,API-based,62.6,7.53,5.3,46.9,Low
AAI-01898,Financial Services,Medium,Risk & Compliance,Early,Workflow Automation Agent,Risk Assessment,Medium,Rule-based,39.6,Moderate,Medium,High,Yes,Standalone,76.5,7.37,11.3,70.1,Medium
AAI-01899,Technology,Large,Marketing,Early,Customer Experience Agent,Content Personalization,Low,Rule-based,31.6,Simple,High,High,Yes,Standalone,66.9,4.92,3.9,80.5,Medium
AAI-01900,Government,Large,Human Resources,Developing,Decision Support Agent,Employee Support,Medium,ML-based,48.4,Simple,High,Medium,Yes,Standalone,65.1,7.2,10.3,54.5,Medium
AAI-01901,Healthcare,Small,Operations,Developing,Workflow Automation Agent,Operational Monitoring,Medium,Rule-based,39.4,Moderate,Medium,High,Yes,Standalone,72.4,7.07,12.1,69.6,Medium
AAI-01902,Retail,Large,Finance,Early,Knowledge Management Agent,Budgeting,Low,Hybrid,39.5,Simple,High,Medium,Yes,Standalone,61.8,4.23,5.5,71.2,Low
AAI-01903,Logistics,Medium,Marketing,Developing,Workflow Automation Agent,Content Personalization,Medium,ML-based,53.0,Moderate,Medium,Low,No,API-based,68.4,6.33,13.0,26.3,Low
AAI-01904,Financial Services,Large,Operations,Advanced,Decision Support Agent,Workflow Orchestration,High,ML-based,68.9,Complex,Low,Low,No,Enterprise-wide,72.4,12.31,15.8,30.6,Medium
AAI-01905,Technology,Large,Human Resources,Early,Executive Assistant Agent,Talent Screening,Low,ML-based,40.2,Moderate,High,Medium,Yes,Enterprise-wide,66.1,5.42,10.3,64.6,Medium
AAI-01906,Technology,Enterprise,Risk & Compliance,Advanced,Workflow Automation Agent,Fraud Detection,High,Hybrid,69.2,Complex,Low,Medium,Yes,Enterprise-wide,79.5,10.76,19.9,61.4,High
AAI-01907,Financial Services,Medium,Operations,Leading,Risk Monitoring Agent,Operational Monitoring,High,Hybrid,77.0,Complex,Medium,Low,No,API-based,75.0,11.81,17.9,32.5,Medium
AAI-01908,Telecommunications,Large,Finance,Developing,Talent Intelligence Agent,Procurement Optimization,Medium,Hybrid,63.3,Simple,High,High,Yes,API-based,79.9,5.81,16.3,86.9,High
AAI-01909,Technology,Medium,Operations,Developing,Decision Support Agent,Process Automation,Medium,Hybrid,61.9,Simple,Medium,Medium,Yes,Standalone,71.4,8.9,13.4,68.4,Medium
AAI-01910,Education,Large,Marketing,Early,Decision Support Agent,Content Personalization,Low,Hybrid,59.6,Simple,High,High,Yes,API-based,74.7,4.0,9.6,86.9,Medium
AAI-01911,Retail,Enterprise,Customer Experience,Developing,Talent Intelligence Agent,Escalation Routing,Medium,Hybrid,55.8,Simple,Medium,High,Yes,API-based,83.2,7.87,18.4,71.0,Medium
AAI-01912,Retail,Large,Operations,Leading,Procurement Agent,Process Automation,Medium,Hybrid,72.1,Moderate,Low,Medium,Yes,Enterprise-wide,84.7,8.78,19.2,62.0,High
AAI-01913,Manufacturing,Medium,Finance,Developing,Risk Monitoring Agent,Financial Forecasting,Medium,Hybrid,46.2,Moderate,Medium,High,No,Standalone,64.5,8.79,6.9,46.5,Low
AAI-01914,Financial Services,Enterprise,Human Resources,Leading,Executive Assistant Agent,Learning & Development,Medium,ML-based,59.8,Moderate,Medium,Medium,Yes,Enterprise-wide,98.0,6.58,23.9,75.8,High
AAI-01915,Healthcare,Large,Finance,Developing,Decision Support Agent,Expense Control,Low,Hybrid,62.5,Moderate,High,High,Yes,Enterprise-wide,68.6,6.02,8.4,72.6,High
AAI-01916,Manufacturing,Small,Marketing,Leading,Executive Assistant Agent,Market Analysis,High,Hybrid,90.5,Complex,Low,Medium,Yes,Enterprise-wide,94.2,11.45,27.1,72.1,High
AAI-01917,Technology,Medium,Human Resources,Early,Finance Operations Agent,Learning & Development,Low,Hybrid,42.3,Moderate,Medium,High,Yes,API-based,65.0,6.74,7.1,66.7,Medium
AAI-01918,Healthcare,Medium,Finance,Developing,Risk Monitoring Agent,Expense Control,Medium,Hybrid,64.7,Simple,Medium,Medium,No,API-based,78.5,6.77,13.9,60.8,Low
AAI-01919,Technology,Medium,Risk & Compliance,Developing,Risk Monitoring Agent,Policy Monitoring,Low,Hybrid,62.0,Simple,High,High,Yes,Enterprise-wide,82.7,5.98,12.1,81.3,High
AAI-01920,Retail,Medium,Strategy,Leading,Executive Assistant Agent,Strategic Planning,High,Hybrid,79.9,Complex,Low,Medium,Yes,API-based,86.6,14.99,17.3,62.3,High
AAI-01921,Healthcare,Large,CEO Office,Early,Workflow Automation Agent,Cross-Functional Coordination,Medium,Hybrid,39.1,Moderate,Medium,Medium,No,API-based,55.9,6.02,4.7,38.4,Low
AAI-01922,Technology,Large,Strategy,Advanced,Executive Assistant Agent,Strategic Planning,Medium,Hybrid,69.0,Complex,Medium,Medium,Yes,API-based,77.0,9.94,10.8,68.4,Medium
AAI-01923,Manufacturing,Medium,Customer Experience,Early,Workflow Automation Agent,Service Personalization,Low,Hybrid,41.6,Simple,Medium,High,Yes,API-based,60.8,2.83,8.7,63.5,Medium
AAI-01924,Logistics,Enterprise,Finance,Early,Executive Assistant Agent,Financial Forecasting,Low,Rule-based,32.0,Simple,High,High,Yes,API-based,57.6,4.66,8.1,64.2,Medium
AAI-01925,Retail,Medium,Operations,Early,Executive Assistant Agent,Operational Monitoring,Low,Hybrid,32.7,Simple,High,High,Yes,Standalone,72.6,6.36,9.4,76.1,Low
AAI-01926,Technology,Small,IT,Developing,Finance Operations Agent,Knowledge Retrieval,Medium,Hybrid,64.7,Moderate,Low,Medium,Yes,Standalone,70.7,7.38,12.9,67.2,Medium
AAI-01927,Retail,Medium,IT,Leading,Executive Assistant Agent,Service Desk Automation,High,Hybrid,88.1,Complex,Low,Low,Yes,Enterprise-wide,89.0,11.9,19.6,52.7,High
AAI-01928,Retail,Small,Operations,Advanced,Talent Intelligence Agent,Operational Monitoring,High,Hybrid,78.2,Complex,Medium,Low,Yes,Standalone,65.8,13.08,9.9,43.8,Medium
AAI-01929,Energy,Medium,Strategy,Early,Executive Assistant Agent,Market Analysis,Medium,Rule-based,22.7,Simple,Low,High,Yes,API-based,80.5,7.77,15.9,63.9,Medium
AAI-01930,Telecommunications,Enterprise,Marketing,Advanced,Finance Operations Agent,Campaign Optimization,High,Rule-based,61.1,Complex,Low,Medium,Yes,Enterprise-wide,75.3,10.53,14.3,56.5,High
AAI-01931,Government,Medium,Customer Experience,Advanced,Risk Monitoring Agent,Escalation Routing,High,Hybrid,62.8,Moderate,Low,Medium,No,Enterprise-wide,82.5,10.08,19.8,43.3,Medium
AAI-01932,Manufacturing,Enterprise,Operations,Developing,Knowledge Management Agent,Demand Forecasting,Medium,Hybrid,60.1,Moderate,Medium,Medium,No,Enterprise-wide,61.5,7.09,11.9,40.2,Medium
AAI-01933,Professional Services,Large,Customer Experience,Advanced,Strategy Insights Agent,Customer Support,High,Hybrid,74.1,Moderate,Low,Medium,Yes,Enterprise-wide,80.9,7.58,17.6,56.7,High
AAI-01934,Government,Medium,Operations,Developing,Customer Experience Agent,Operational Monitoring,Low,Rule-based,29.9,Simple,High,High,Yes,API-based,80.0,3.46,13.4,82.2,Medium
AAI-01935,Healthcare,Medium,CEO Office,Developing,Decision Support Agent,Strategic Planning,Medium,Hybrid,58.5,Moderate,Medium,Medium,Yes,API-based,79.0,6.33,12.3,74.8,Medium
AAI-01936,Financial Services,Large,Risk & Compliance,Leading,Decision Support Agent,Policy Monitoring,High,ML-based,73.0,Complex,Low,Low,No,Enterprise-wide,75.5,12.02,17.2,40.3,Medium
AAI-01937,Technology,Large,Risk & Compliance,Early,Executive Assistant Agent,Fraud Detection,Low,Rule-based,20.4,Moderate,High,High,Yes,Enterprise-wide,64.7,5.1,5.3,81.2,Medium
AAI-01938,Technology,Small,Marketing,Advanced,Strategy Insights Agent,Market Analysis,Medium,ML-based,63.8,Moderate,Low,Low,Yes,Standalone,84.0,9.85,16.6,66.4,Medium
AAI-01939,Logistics,Large,CEO Office,Developing,Customer Experience Agent,Strategic Planning,Medium,Hybrid,53.9,Moderate,Medium,Medium,Yes,API-based,74.0,6.56,9.7,52.0,Medium
AAI-01940,Manufacturing,Medium,Human Resources,Advanced,Knowledge Management Agent,Employee Support,Medium,Hybrid,78.6,Moderate,Medium,Medium,Yes,Standalone,74.8,11.25,12.4,70.9,Medium
AAI-01941,Financial Services,Medium,IT,Advanced,Strategy Insights Agent,Knowledge Retrieval,Medium,ML-based,73.6,Complex,Medium,Low,No,API-based,64.5,13.84,7.9,39.5,Low
AAI-01942,Financial Services,Small,Human Resources,Advanced,Executive Assistant Agent,Workforce Planning,Low,ML-based,51.0,Simple,High,Medium,Yes,API-based,79.3,3.54,8.1,74.1,Medium
AAI-01943,Technology,Small,Human Resources,Developing,Customer Experience Agent,Talent Screening,Medium,Rule-based,51.8,Moderate,Medium,High,Yes,API-based,88.9,9.85,18.5,80.1,High
AAI-01944,Healthcare,Large,Strategy,Advanced,Risk Monitoring Agent,Scenario Planning,High,ML-based,66.0,Complex,Low,Low,No,API-based,66.2,9.85,16.1,37.1,Medium
AAI-01945,Technology,Medium,Finance,Developing,Executive Assistant Agent,Procurement Optimization,Medium,ML-based,57.6,Moderate,High,Medium,Yes,API-based,82.3,5.06,15.3,64.9,Medium
AAI-01946,Technology,Medium,Human Resources,Early,Risk Monitoring Agent,Talent Screening,Low,Rule-based,20.0,Simple,High,High,Yes,Standalone,64.9,7.1,3.7,76.9,Medium
AAI-01947,Manufacturing,Medium,CEO Office,Developing,Talent Intelligence Agent,Leadership Briefing,Medium,Rule-based,35.7,Moderate,Medium,High,Yes,Enterprise-wide,73.8,5.79,12.3,72.3,High
AAI-01948,Healthcare,Enterprise,Customer Experience,Advanced,Strategy Insights Agent,Feedback Analysis,High,Rule-based,71.2,Moderate,Low,Low,No,Enterprise-wide,74.8,9.11,16.8,31.9,Medium
AAI-01949,Retail,Small,Operations,Developing,Executive Assistant Agent,Demand Forecasting,Medium,Hybrid,55.4,Moderate,Medium,Medium,Yes,Standalone,77.9,8.2,13.8,76.2,Medium
AAI-01950,Financial Services,Small,Marketing,Early,Workflow Automation Agent,Content Personalization,Low,Rule-based,21.6,Simple,High,High,Yes,Standalone,72.7,4.07,8.3,79.8,Low
AAI-01951,Manufacturing,Medium,Customer Experience,Advanced,Knowledge Management Agent,Service Personalization,Medium,Rule-based,60.4,Moderate,Medium,Medium,Yes,API-based,83.0,6.61,16.2,73.5,High
AAI-01952,Education,Medium,CEO Office,Leading,Knowledge Management Agent,Strategic Planning,Medium,Hybrid,65.2,Moderate,Medium,Medium,Yes,Enterprise-wide,89.7,5.41,22.8,74.4,High
AAI-01953,Technology,Enterprise,Operations,Leading,Strategy Insights Agent,Operational Monitoring,High,ML-based,75.9,Moderate,Low,Low,Yes,Enterprise-wide,95.8,7.6,23.6,69.3,High
AAI-01954,Technology,Large,Operations,Leading,Knowledge Management Agent,Process Automation,High,ML-based,80.7,Moderate,Low,Low,No,API-based,72.9,10.16,15.3,43.5,Medium
AAI-01955,Telecommunications,Large,Risk & Compliance,Developing,Knowledge Management Agent,Risk Assessment,Medium,ML-based,49.6,Moderate,Medium,Medium,No,Enterprise-wide,76.4,7.08,13.3,50.9,Medium
AAI-01956,Manufacturing,Medium,Operations,Developing,Decision Support Agent,Process Automation,Medium,Rule-based,45.6,Moderate,High,Medium,Yes,API-based,73.0,9.32,11.4,77.4,Medium
AAI-01957,Education,Large,CEO Office,Developing,Executive Assistant Agent,Executive Reporting,Medium,Hybrid,57.0,Moderate,Low,Medium,Yes,Enterprise-wide,77.6,5.68,15.7,66.1,Medium
AAI-01958,Energy,Enterprise,Operations,Developing,Workflow Automation Agent,Workflow Orchestration,Medium,Rule-based,52.3,Moderate,Low,Medium,Yes,API-based,77.0,4.31,16.6,69.0,Medium
AAI-01959,Manufacturing,Medium,Strategy,Developing,Decision Support Agent,Scenario Planning,Medium,Hybrid,53.3,Moderate,Medium,Medium,Yes,API-based,75.3,10.19,15.1,68.2,Medium
AAI-01960,Telecommunications,Large,Risk & Compliance,Developing,Workflow Automation Agent,Policy Monitoring,Low,Rule-based,32.0,Simple,High,High,Yes,Enterprise-wide,80.9,4.21,10.3,81.8,High
AAI-01961,Financial Services,Medium,Marketing,Developing,Decision Support Agent,Campaign Optimization,Medium,Rule-based,54.5,Simple,Medium,High,Yes,Standalone,66.7,5.77,5.2,69.4,Medium
AAI-01962,Professional Services,Small,Operations,Advanced,Executive Assistant Agent,Process Automation,High,Hybrid,63.2,Moderate,Low,Medium,Yes,API-based,83.7,8.9,18.0,61.7,High
AAI-01963,Technology,Medium,IT,Advanced,Customer Experience Agent,System Monitoring,High,Hybrid,88.7,Complex,Medium,Medium,Yes,API-based,71.7,11.2,10.9,54.4,Medium
AAI-01964,Energy,Medium,Human Resources,Advanced,Executive Assistant Agent,Employee Support,Medium,ML-based,70.4,Complex,Medium,Medium,Yes,Standalone,73.4,10.42,10.6,58.3,Medium
AAI-01965,Technology,Large,Risk & Compliance,Developing,Workflow Automation Agent,Policy Monitoring,Medium,Rule-based,45.9,Moderate,Medium,High,Yes,Standalone,82.2,7.02,14.7,72.3,Medium
